Marca temporal,What is your gender?,"What is your age? (In years. Ej, 27)","What is your height? (in centimeters. Ej, 166)","What is your ape index? (Full armspan minus height). *If you don't know it, put 0",How much do you weight? (In kg),Do you study or work?,What continent do you live in?,In which country do you live or climb at the most?,How often do you visit gyms/crags on states or countries other than the one you live in?,"If you plan a vacation, it is most likely intended as a...",Which describes you the best?,Which describes you the best?,How many years have you been climbing?,Is/was any of your parents a climber?,Why do you climb? ,On average how many days do you climb in a week?,How many of those are indoors?,"How many of those do you consider ""training"" sessions?","In case you train, how do you train?",How long are your training sessions on average?,"In case you train at a gym, what facilities does it include?","In case you climb indoors, do you climb indoors to improve your outdoors climbing, or is indoors climbing an end in itself?","Select the 5 aspects you personally put most of your efforts for improvement, regardless of it being in or out the gym",How tight do you get your climbing shoes?,Do you follow a specific diet?,Do you REGULARLY practice any other sport besides climbing?,What is the first thing you do when you get to the cym/crag?,What is your hardest indoor onsight/flash boulder grade?,What is your hardest indoor projected boulder grade?,What is your hardest outdoor onsight/flash boulder grade?,What is your hardest outdoor projected boulder grade?,"What grade do you feel a 80+% confidence to say ""I can most likely flash that""? ","What grade do you feel a 80+% confidence to say ""I can most likely send that""? ",What is the first thing you do when you get to the cym/crag?,How many routes do you normally climb in a day? (#),What is your hardest onsight/flash grade?,What is your hardest redpoint/projected grade?,"What grade do you feel a 80+% confidence to say ""I can most likely onsight/flash that""? ","What grade do you feel a 80+% confidence to say ""I can most likely finish that, even if i fall (no send)""","On your first attempt on a new project/route/problem at or above your current max grade, you normally...","When projecting SPORTS, how many attempts would you have on your projected route on the same day?",Which do you feel is usually your best performance on a project or hard route?,"When projecting, do you purposely try to visit the same crag in order to focus on your route, or do you simply work it when you happen to go back there?"
7/2/2020 15:18,Female,34,153,1,47,Work parttime,Europe,Germany,Around thrice a year,Trip that might have some climbing,Indoor climber,Sports climber,7,No,"Fun of the activity in itself, Health, For the challenge",3,3,1,I just climb more,1 to 2 hours,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Power endurance, Trying more/different routes/problems",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V4,V5,V3,V4,V3,V3,"Climb an easy route, meant as a warmup",5,5.10c / 6b,5.11b / 6c,5.9 / 6a,5.10a / 6a+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
7/2/2020 15:28,Male,25,188,0,72,Work fulltime,Oceania,Australia,Around once a year,Trip that might have some climbing,Indoor climber,Sports climber,1,No,"Fun of the activity in itself, Health, For the challenge",2,2,0,I do not train,I do not train,,I indoor climb because i like indoor climbing,"Finger strength, Core strength, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems","Very tight, borderline painful, fit",Vegetarian,No,"Climb easy problems, meant as a warmup",V4,V5,V2,V3,V2,V3,"Climb an easy route, meant as a warmup",10,5.11a / 6b+,5.11c / 6c+,5.10b / 6a+,5.10d / 6b+,Top-rope it first (sports),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
7/2/2020 15:51,Male,17,184,0,72,Study and work,Oceania,Australia ,Around once a year,Trip that might have some climbing,Both rather equally,Both rather equally,1,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you",2,1,0,I do not train,I do not train,"Bouldering area, Hang board, campus board, finger board or similar",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Power endurance, Route/problem-specific sequences, Explosive power",Tight fit,Vegan,Yes,"Climb easy problems, meant as a warmup",V1,V3,V0,V1,V0,V2,"Climb an easy route, meant as a warmup",3,5.9 / 6a,5.10c / 6b,5.10a / 6a+,5.10c / 6b,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,2nd attempt of the day,I do not project
7/2/2020 16:26,Male,25,178,2,75,Study and work,Oceania,Australia,Never,Trip that might have some climbing,Both rather equally,Both rather equally,0.5,No,"For the social part of climbing, The places it takes you, For the challenge",5,3,0,I do not train,I do not train,,I indoor climb because i like indoor climbing,"Footwork, Core strength, Endurance, Trying more/different routes/problems, Flexibility",Normal fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V6,V3,V4,V4,V6,Stretch and warmup (before climbing),4,5.9 / 6a,5.10a / 6a+,5.8 / Fr(5) or lower,5.10a / 6a+,Climb it while resting on every other bolt to explore the moves (sports),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
7/2/2020 16:32,Male,42,183,0,72,Work fulltime,Europe,Germany,More than once per month,Trip that might have some climbing,Both rather equally,Sports climber,20,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,3,3,Follow a training program by myself,2 to 3 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,Other,Yes,Stretch and warmup (before climbing),V6,V8,V5,V7,V6,V7,Stretch and warmup (before climbing),6,5.11c / 6c+,5.12c / 7b+,5.11c / 6c+,5.12b / 7b,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,3rd attempt of the day,I purposely go to the same crag to keep going at it
7/2/2020 18:05,Male,45,177,0,71,Work fulltime,Europe,Switzerland,Around once a year,Trip that might have some climbing,Both rather equally,Both rather equally,15,No,Fun of the activity in itself,1,1,0,I do not train,I do not train,"Bouldering area, Lead climbing area, Top rope area (with autobelay)",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Trying more/different routes/problems, Flexibility",Normal fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V3,V0,V2,V0,V3,V0,Stretch and warmup (before climbing),4,5.11b / 6c,5.11c / 6c+,5.10c / 6b,5.11a / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 1 one attempt per day,1st attempt of the day,I do not project
7/2/2020 18:16,Male,23,174,4,65,Study,Oceania,Australia ,Around once a year,Mainly climbing trip but something else as well,Outdoor climber,Both rather equally,2,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",1,0,0,Follow a training program by myself,1 to 2 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Core strength, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,"No, I eat anything",No,Stretch and warmup (before climbing),V4,V5,V3,V5,V1,V3,Stretch and warmup (before climbing),3,5.10d / 6b+,5.10c / 6b,5.10c / 6b,5.10d / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
7/2/2020 18:24,Male,23,173,0,61,Study,Europe,Switzerland,Around every 2 months,Mainly climbing trip but something else as well,Indoor climber,Sports climber,1,Yes,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,3,1,I perform random exercises as they feel appropiate,2 to 3 hours,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Endurance, Trying more/different routes/problems, Explosive power",Tight fit,Vegetarian + fish and/or milk,Yes,Stretch and warmup (before climbing),V3,V5,V3,V4,V2,V4,Stretch and warmup (before climbing),6,5.11a / 6b+,5.11c / 6c+,5.10c / 6b,5.11b / 6c,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,2nd attempt of the day,I do not project
7/2/2020 18:25,Male,25,172,0,60,Study,Europe,Switzerland ,Around once a year,Mainly climbing trip but something else as well,Both rather equally,Both rather equally,5,No,Fun of the activity in itself,2,1,1,I perform random exercises as they feel appropiate,Less than an hour,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Footwork, Core strength, Power endurance, Flexibility, Explosive power",Normal fit,Vegetarian + fish and/or milk,Yes,Stretch and warmup (before climbing),V7,V8,V6,V7,V5,V6,Stretch and warmup (before climbing),5,5.8 / Fr(5) or lower,5.9 / 6a,5.9 / 6a,5.10b / 6a+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,3rd attempt of the day,I do not project
7/2/2020 18:56,Male,42,180,9,77,Study and work,Europe,Switzerland,Never,Trip that might have some climbing,Indoor climber,Sports climber,10,Yes,"Fun of the activity in itself, Health",2,2,1,I just climb more,2 to 3 hours,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Power endurance, Trying more/different routes/problems",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V6,V7,V6,V7,V5,V5,"Climb an easy route, meant as a warmup",12,5.11a / 6b+,5.11c / 6c+,5.10b / 6a+,5.11b / 6c,Climb it while resting on every other bolt to explore the moves (sports),Usually 2 attempts per day,Random attempt,I do not project
7/2/2020 19:45,Male,58,175,0,70,Work fulltime,Oceania,Australia,Around once a year,Trip that might have some climbing,Outdoor climber,Sports climber,12,No,Fun of the activity in itself,1,0,0,I just climb more,I do not train,Top rope area (without autobelay),I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,"No, I eat anything",No,Jump straight into the hard stuff,V3,V4,V2,V4,V1,V0,Jump straight into the hard stuff,4,5.10d / 6b+,5.11c / 6c+,5.10b / 6a+,5.10c / 6b,Top-rope it first (sports),Usually 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
7/2/2020 20:03,Female,21,170,-10,56,Study and work,Europe,Switzerland,Around once per month,Trip that might have some climbing,Both rather equally,Boulderer,3,Yes,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge, Wintertraining for other sport (sailing)",2,2,2,I perform random exercises as they feel appropiate,2 to 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Core strength, Power endurance, Trying more/different routes/problems, Flexibility, Explosive power",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V5,V6,V5,V6,V4,V4,Stretch and warmup (before climbing),5,5.10c / 6b,5.11b / 6c,5.8 / Fr(5) or lower,5.10b / 6a+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
7/2/2020 20:50,Male,23,170,0,70,Study,Europe,Switzerland,Never,Completely non-climbing trip,Indoor climber,Both rather equally,3,No,"Fun of the activity in itself, Health, For the social part of climbing",1,1,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area",I indoor climb because i like indoor climbing,"Footwork, Core strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V3,V6,V4,V5,V3,V4,Stretch and warmup (before climbing),6,5.10c / 6b,5.11c / 6c+,5.10a / 6a+,5.10d / 6b+,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
7/2/2020 21:57,Male,38,182,0,70,Work fulltime,North America,Mexico,More than once per month,Trip that might have some climbing,Outdoor climber,Sports climber,12,No,"Fun of the activity in itself, The places it takes you, For the challenge",3,1,0,I do not train,I do not train,Bouldering area,I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Explosive power","Very tight, borderline painful, fit","No, I eat anything",Yes,Stretch and warmup (before climbing),V5,V7,V5,V7,V3,V5,Stretch and warmup (before climbing),6,5.10a / 6a+,5.11d / 7a,5.10c / 6b,5.11b / 6c,Climb it while resting on every other bolt to explore the moves (sports),Usually more than 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
8/2/2020 1:05,Male,21,181,0,72,Study,North America,México,Around twice a year,Trip that might have some climbing,Outdoor climber,Sports climber,2,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",4,2,2,Follow a training program with a coach,2 to 3 hours,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Endurance, Flexibility",Normal fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V2,V4,V3,V6,V2,V7,"Climb an easy route, meant as a warmup",3,5.10c / 6b,5.11c / 6c+,5.10d / 6b+,5.12c / 7b+,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,Random attempt,I purposely go to the same crag to keep going at it
8/2/2020 1:07,Male,23,178,0,66,Study and work,Europe,France,Around once a year,Completely non-climbing trip,Indoor climber,Boulderer,1,No,"Fun of the activity in itself, The places it takes you",2,2,1,Follow a training program by myself,More than 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Endurance, Power endurance, Flexibility, Explosive power",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V10,V3,V10,V2,V3,Stretch and warmup (before climbing),5,5.10d / 6b+,5.11d / 7a,5.9 / 6a,5.10d / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Last attempt of the day,I do not project
8/2/2020 1:10,Female,23,160,0,53,Study and work,North America,México,Never,Completely non-climbing trip,Indoor climber,Sports climber,2,No,"Fun of the activity in itself, Health, For the social part of climbing",5,5,3,I perform random exercises as they feel appropiate,Less than an hour,Lead climbing area,I indoor climb because i like indoor climbing,"Finger strength, Endurance, Power endurance, Trying more/different routes/problems, Flexibility",Normal fit,Vegetarian + fish and/or milk,No,Stretch and warmup (before climbing),V10,V10,V10,V10,V11,V11,Stretch and warmup (before climbing),2,5.14d / 9a,5.14d / 9a,5.14c / 8c+,5.15a / 9a+,Climb it while resting on every other bolt to explore the moves (sports),Usually 1 one attempt per day,3rd attempt of the day,I would simply work on it whenever I happen to be there again
8/2/2020 1:30,Male,35,180,0,90,Work fulltime,Europe,Swiss,Around thrice a year,Mainly climbing trip but something else as well,Indoor climber,Both rather equally,15,Yes,"Fun of the activity in itself, Health, The places it takes you, For the challenge",2,2,2,I just climb more,More than 3 hours,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar",I indoor climb to improve my outdoor climbing,"Footwork, Core strength, Endurance, Power endurance, Explosive power",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V11,V12,V9,V10,V9,V8,"Climb an easy route, meant as a warmup",6,5.12a / 7a+,5.11c / 6c+,5.11a / 6b+,5.11a / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
8/2/2020 3:55,Female,22,165,1,53,Neither,Europe,UK,Around once a year,Trip that might have some climbing,Indoor climber,Sports climber,7,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",1,1,0,I do not train,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Endurance, Route/problem-specific sequences, Flexibility",Tight fit,Vegetarian,No,"Climb easy problems, meant as a warmup",V4,V5,V0,V0,V3,V3,"Climb an easy route, meant as a warmup",4,5.8 / Fr(5) or lower,5.9 / 6a,5.8 / Fr(5) or lower,5.9 / 6a,Top-rope it first (sports),Usually 3 attempts per day,3rd attempt of the day,I do not project
8/2/2020 4:19,Female,20,170,2,62,Study,Oceania,Australia ,Around thrice a year,Trip that might have some climbing,Both rather equally,Sports climber,3,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",2,1,0,I do not train,I do not train,,I indoor climb because i like indoor climbing,"Footwork, Core strength, Endurance, Power endurance, Trying more/different routes/problems",Normal fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V1,V1,V0,V0,V0,V1,"Climb an easy route, meant as a warmup",8,5.10c / 6b,5.11b / 6c,5.10c / 6b,5.10d / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I do not project
8/2/2020 4:23,Male,18,182,0,62,Study,Europe,England,More than once per month,Trip that might have some climbing,Outdoor climber,Sports climber,4,Yes,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",2,2,0,I do not train,I do not train,,I indoor climb to improve my outdoor climbing,"Core strength, Endurance, Power endurance, Trying more/different routes/problems, Flexibility","""Comfy fit""","No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V3,V5,V1,V1,V3,V2,"Climb an easy route, meant as a warmup",10,5.11b / 6c,5.11c / 6c+,5.10c / 6b,5.10d / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,1st attempt of the day,I do not project
8/2/2020 4:50,Female,25,173,-5,58,Study,Europe,Switzerland,Around twice a year,Completely a climbing trip,Both rather equally,Sports climber,5,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,2,2,I perform random exercises as they feel appropiate,More than 3 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Core strength, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems, Explosive power",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V5,V3,V5,V3,V4,Stretch and warmup (before climbing),10,5.12a / 7a+,5.12c / 7b+,5.11b / 6c,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
8/2/2020 4:57,Female,34,158,1,47,Work fulltime,Oceania,Australia,Around once a year,Mainly climbing trip but something else as well,Both rather equally,Sports climber,3,Yes,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",4,3,3,Follow a training program by myself,More than 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Power endurance, Trying more/different routes/problems, Explosive power",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V3,V5,V0,V2,V3,V4,"Climb an easy route, meant as a warmup",5,5.10d / 6b+,5.11a / 6b+,5.10b / 6a+,5.11c / 6c+,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
8/2/2020 5:42,Female,26,166,-1,46,Study and work,Europe,UK,Around once a year,Trip that might have some climbing,Indoor climber,Boulderer,3,No,"Fun of the activity in itself, Health",3,3,0,I perform random exercises as they feel appropiate,Less than an hour,"Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Route/problem-specific sequences, Trying more/different routes/problems, Explosive power",Tight fit,Vegetarian,No,"Climb easy problems, meant as a warmup",V5,V7,V2,V4,V4,V5,"Climb an easy route, meant as a warmup",10,5.11c / 6c+,5.11d / 7a,5.11a / 6b+,5.11b / 6c,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Random attempt,I do not project
8/2/2020 6:06,Female,25,173,5,74,Study,Europe,England,Around twice a year,Completely a climbing trip,Both rather equally,Sports climber,2,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",4,3,3,Follow a training program by myself,2 to 3 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Endurance, Power endurance, Route/problem-specific sequences, Flexibility",Normal fit,Vegan,Yes,"Climb easy problems, meant as a warmup",V4,V5,V2,V2,V2,V3,"Climb an easy route, meant as a warmup",8,5.11b / 6c,5.11c / 6c+,5.10b / 6a+,5.11b / 6c,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Last attempt of the day,I would simply work on it whenever I happen to be there again
8/2/2020 6:50,Female,19,163,-2,51,Study,Europe,UK,Never,Trip that might have some climbing,Indoor climber,Boulderer,5,No,"Fun of the activity in itself, For the social part of climbing, Competition, For the challenge",3,3,2,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Normal fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V6,V7,V2,V4,V4,V6,"Climb an easy route, meant as a warmup",6,5.11c / 6c+,5.12a / 7a+,5.11b / 6c,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I do not project
8/2/2020 7:03,Male,31,175,0,80,Work fulltime,Oceania,Australia ,Around once a year,Mainly climbing trip but something else as well,Outdoor climber,Sports climber,9,Yes,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",2,1,1,I just climb more,1 to 2 hours,"Lead climbing area, Top rope area (without autobelay)",I indoor climb to improve my outdoor climbing,"Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V2,V5,V2,V4,V1,V3,"Climb an easy route, meant as a warmup",5,5.10d / 6b+,5.11b / 6c,5.10b / 6a+,5.11b / 6c,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
8/2/2020 7:43,Female,19,157,0,60,Work parttime,Europe,UK,Around once a year,Trip that might have some climbing,Both rather equally,Both rather equally,8,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you",2,2,0,I just climb more,2 to 3 hours,"Bouldering area, Lead climbing area, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Core strength, Endurance, Power endurance, Trying more/different routes/problems, Flexibility",Tight fit,Vegetarian + fish and/or milk,No,"Climb easy problems, meant as a warmup",V4,V6,V1,V3,V3,V4,"Climb an easy route, meant as a warmup",5,5.11b / 6c,5.12a / 7a+,5.10b / 6a+,5.12b / 7b,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,Random attempt,I do not project
8/2/2020 8:06,Female,32,166,0,62,Work fulltime,Europe,Uk,Around once a year,Completely non-climbing trip,Both rather equally,Both rather equally,12,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",2,1,1,I perform random exercises as they feel appropiate,Less than an hour,"Bouldering area, Lead climbing area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,Vegetarian + fish and/or milk,Yes,"Climb easy problems, meant as a warmup",V5,V6,V4,V4,V3,V4,"Climb an easy route, meant as a warmup",8,5.11b / 6c,5.11d / 7a,5.10c / 6b,5.11b / 6c,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,1st attempt of the day,I do not project
8/2/2020 10:51,Male,23,180,0,72,Study and work,Center or South America,Chile,More than once per month,Mainly climbing trip but something else as well,Outdoor climber,Sports climber,4,No,"Fun of the activity in itself, Health, For the social part of climbing",3,2,2,Follow a training program with a coach,2 to 3 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Route/problem-specific sequences, Flexibility",Tight fit,Vegan,Yes,"Climb easy problems, meant as a warmup",V7,V9,V6,V9,V4,V5,"Climb an easy route, meant as a warmup",6,5.12b / 7b,5.12c / 7b+,5.11c / 6c+,5.12c / 7b+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
8/2/2020 13:00,Male,26,176,0,69,Work fulltime,Oceania,New Zealand,Around once a year,Trip that might have some climbing,Indoor climber,Boulderer,2,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",3,3,0,I do not train,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V5,V7,V3,V5,V4,V5,Stretch and warmup (before climbing),5,5.9 / 6a,5.10b / 6a+,5.8 / Fr(5) or lower,5.9 / 6a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,3rd attempt of the day,I do not project
8/2/2020 16:16,Female,25,171,0,54,Study,Europe,United Kingdom,Around once a year,Completely non-climbing trip,Indoor climber,Boulderer,1,No,"Fun of the activity in itself, Health, For the challenge",0,0,0,I do not train,2 to 3 hours,,I indoor climb because i like indoor climbing,"Footwork, Core strength, Power endurance, Route/problem-specific sequences, Cardio",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V3,V5,V1,V2,V1,V2,Stretch and warmup (before climbing),10,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,Try the holds and moves individually first (boulder),Usually 3 attempts per day,2nd attempt of the day,I do not project
8/2/2020 16:28,Female,20,157,0,63,Study,Europe,Britain ,Around once a year,Mainly climbing trip but something else as well,Indoor climber,Sports climber,6,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",3,3,0,I do not train,I do not train,,I indoor climb because i like indoor climbing,"Core strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V5,V5,V3,V4,V4,V5,"Climb an easy route, meant as a warmup",8,5.12b / 7b,5.12b / 7b,5.11b / 6c,5.12a / 7a+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
8/2/2020 20:34,Female,19,164,0,60,Study,Europe,England,Around once a year,Mainly climbing trip but something else as well,Indoor climber,Boulderer,8,No,"Fun of the activity in itself, Health, For the social part of climbing, Competition, The places it takes you, For the challenge",4,4,3,Follow a training program by myself,2 to 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Trying more/different routes/problems, Cardio, Explosive power",Normal fit,Vegetarian + fish and/or milk,Yes,Stretch and warmup (before climbing),V7,V8,V4,V7,V5,V6,Stretch and warmup (before climbing),10,5.12d / 7c,5.13a / 7c+,5.11d / 7a,5.13a / 7c+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,Random attempt,I purposely go to the same crag to keep going at it
8/2/2020 20:48,Male,50,165,0,54,Work fulltime,Asia,Hong kong,Around every 2 months,Trip that might have some climbing,Outdoor climber,Sports climber,25,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",2,1,0,I do not train,I do not train,Lead climbing area,I indoor climb to improve my outdoor climbing,"Footwork, Core strength, Endurance, Power endurance, Trying more/different routes/problems","""Comfy fit""","No, I eat anything",No,"Climb easy problems, meant as a warmup",V3,V4,V2,V2,V2,V2,"Climb an easy route, meant as a warmup",4,5.10d / 6b+,5.11c / 6c+,5.10b / 6a+,5.10d / 6b+,Top-rope it first (sports),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
